ASIN,Product Title,Product URL,Review No.,Review URL,Reviewer Name,Reviewer Profile,Review Rating,Review Date,Review Title,Review Description,Helpful Vote,Verified Purchase
B084CVPLLC,Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,https://www.amazon.com/Stylus-Unlocked-Motorola-Camera-Indigo/dp/B084CVPLLC/ref=cm_cr_arp_d_product_top?ie=UTF8,1,https://www.amazon.com/gp/customer-reviews/R3RI1VQS3VJQW2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084CVPLLC,Jeffrey Hughes,https://www.amazon.com/gp/profile/amzn1.account.AF3JD562H2P35IEQYIRPFUKKH7JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,"Reviewed in the United States on May 15, 2020",High quality phone at an affordable price!,"Best phone I've ever had! Nice feel to the hand. The back cover is plastic but solid. It has a gorgeous indigo blue finish but smears or prints easily. Who cares when everyone puts a cover on a phone anyway, right? Big screen size but narrow enough to hold with one hand. No worries about LCD screen. Very bright and easy to see. I was just out today in the sun and my screen very easy to see and read. Fingerprint reader is lightning fast. Fastest I've ever had. The cool thing is you can scan or use multiple finger prints so I use both my index finger prints a lot on it depending what hand I am using at the time. No face recognition but who cares! No idea why people have to have this. You're opening your phone up people, that's it. Takes a second. Geesh. Speakers are on both ends (dual speakers) so very nice and clear. Loud, too. I was out landscaping in my yard today, laid my phone down on a chair, and I easily heard my 80's music crisp and clear; did not need a Bluetooth speaker (even though that would make it much louder as we know). Headphone jack is an added feature. Camera is very nice! High quality pictures! Quality zoom focus and clear and colorful pictures (I have a few examples). A little cool feature is you can place 3 fingers on the face of your phone and screen shot. This is great since I screen shot a lot. When navigating through the phone, the processor is very fast and smooth experience. With all of these positives, then an extra bonus is the unique stylus tucked away perfectly. Writes very smooth and easily and is just plain fun! I'm a teacher, so very nice to have a note taking device when I quickly need it without frantically looking for a pen or pencil and paper. Just convenient to have in grocery store or when a quick idea comes to mind. Using screen protectors does NOT effect the stylus at all either. The battery life is Great out of my own Rating: Exceptional/Great/Good/Poor. Even though it's not exceptional, the phone charges fast, so no big deal in my opinion. I will never understand why people waste their money on a phone with a battery ""on steroids"" that lasts 2 or 3 days and pay an arm and a leg for it especially when you charge it up every night anyway. Also, amazing storage!Note: At first, I thought this phone didn't have the capability to change the volume on notifications or texts. Well, it does. The side buttons are of course for sound, vibration, or silent like most phones and are used for Media Sound for FB, YouTube videos, calls, etc. You have to go to SOUND in Settings and use the Ring Volume to control the notifications or texts sounds. There's also a Call Volume and an Alarm Volume in this same SOUND Setting. I hope this helps.For $299, I'm shocked this stylus and phone is so solid. Highly recommend this phone!The only negatives or cons is that it doesn't have wireless charging but not a deal breaker for me. Also, I wish it had a notification blinking light to notify me when I have a message but not a deal breaker once again.",331 people found this helpful,Yes
B084CVPLLC,Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,https://www.amazon.com/Stylus-Unlocked-Motorola-Camera-Indigo/dp/B084CVPLLC/ref=cm_cr_arp_d_product_top?ie=UTF8,12,https://www.amazon.com/gp/customer-reviews/R2PTHRKY8DPLV6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084CVPLLC,Karen Wright,https://www.amazon.com/gp/profile/amzn1.account.AFS6WUB3M2WI5AQGUZPNSCZO3CPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,"Reviewed in the United States on August 26, 2020",Brand New,"I just upgraded from an iPhone. I'm still learning, will update as time passes. But thus far it seems good.Day three. I like it very much. I'm still getting used to where buttons are on here. It's very clean like. Fast. Tons of storage. The picture quality is way better than my iPhone. It has tons of stuff you can do even macro. I'll update in a month or so. But coming from a 10 year iPhone user, it's pretty cool.Update: 1 week. I'm hooked on this phone. The difference in this to the iPhone is night and day. Today I got a call and the phone asked if I wanted it screened. So sure I don't know what that is but let's go with it. It'll screen scam calls. Ask the caller questions like what you want why you calling. So I don't have to deal with it. iPhone definitely doesnt do that. The one thing I miss is my volume off buttons lol 😃. Very pleasedLast update: I've had the phone a week or so, I'm very pleased with the purchase. Moto does a good job at helping you with stuff. I had an issue with my data, it wasn't working. I reached out and found a fourm of people who had the same problem. I was able to get it fixed without my carriers help. I highly recommend this product for anyone who's coming from an I product.",23 people found this helpful,Yes
B084CVPLLC,Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,https://www.amazon.com/Stylus-Unlocked-Motorola-Camera-Indigo/dp/B084CVPLLC/ref=cm_cr_arp_d_product_top?ie=UTF8,13,https://www.amazon.com/gp/customer-reviews/R3NVT9DAVZOAO4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084CVPLLC,R. March,https://www.amazon.com/gp/profile/amzn1.account.AH3OTN5QMZ2JOR2IXIFCX6CONYYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,"Reviewed in the United States on July 5, 2020","Phenomenal phone, upgraded from a Moto G6","Coming from a Moto G6, this is a huge upgrade! Much smoother and faster. Uses the same turbo chargers and USB c cables(which I had just replaced my old worn out cables).Camera is phenomenal! Night and low light are excellent. indoor low light photo come out as if there's more light in the room than actual. Picture looks better than the naked eye sees.Stylus is great for necessary doodles on photos. 128gb memory, will last me forever! I hope this phones can take me through 4 years. I hate changing phones, nothing wrong with my ~2.5 year old G6, was just too slow and camera was mediocre. Otherwise it was fine for what I needed. This new G stylus is phenomenal at a reasonable price!",22 people found this helpful,Yes
B084CVPLLC,Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,https://www.amazon.com/Stylus-Unlocked-Motorola-Camera-Indigo/dp/B084CVPLLC/ref=cm_cr_arp_d_product_top?ie=UTF8,14,https://www.amazon.com/gp/customer-reviews/R1HLX44QHK0XG5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084CVPLLC,Name kept private,https://www.amazon.com/gp/profile/amzn1.account.AGLK7KDQUOZ7BZQ3SDYGB5ES7IFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0 out of 5 stars,"Reviewed in the United States on August 18, 2020",Doesn't work as a phone. Nothing else matters.,"As a spoken communication device, the phone is very poor.Great amount of memory.But people do not understand when me when I speak.The phone charges quickly.However, people ask me to repeat myself whether I'm on speaker or off, whether the phone is in the case or out.The stylus is a nice feature for accuracy.But what does it matter if every time I speak with someone they say I'm breaking up?Also, it is very invasive. I must see ads to look at my photos.I was forced to agree to use Google cloud or not see my videos.Photo storage is very random. Cannot find photos right after taken despite my organizing by date or name.I had a Motorola a couple of years ago and was happy. I am very unhappy with this one.",23 people found this helpful,Yes
B084CVPLLC,Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,https://www.amazon.com/Stylus-Unlocked-Motorola-Camera-Indigo/dp/B084CVPLLC/ref=cm_cr_arp_d_product_top?ie=UTF8,15,https://www.amazon.com/gp/customer-reviews/R1VQGKKFP3STHF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084CVPLLC,Teop Tnomrev,https://www.amazon.com/gp/profile/amzn1.account.AGQGUSJFIPV2STDMGZQYTLSC6C5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0 out of 5 stars,"Reviewed in the United States on June 26, 2020",No WiFi Calling with Google-Fi,"The main reason I purchased this phone was for its WIFI Calling capabilities and its compatibility with Google-Fi. However, after several hours of tech in which Moto scapegoated Google and Google scapegoated Moto, I was simply forced to return the phone the next day.This shouldn't be rocket science. WIFI Calling should just work in 2020.Also, the finger print reader was buggy and locked up during the initial startup.",22 people found this helpful,Yes
B084CVPLLC,Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,https://www.amazon.com/Stylus-Unlocked-Motorola-Camera-Indigo/dp/B084CVPLLC/ref=cm_cr_arp_d_product_top?ie=UTF8,16,https://www.amazon.com/gp/customer-reviews/R25DDAYGQ781XT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084CVPLLC,Wilfredo J.,https://www.amazon.com/gp/profile/amzn1.account.AFCGLKW5JHGH73LKYT7UIYUSNAZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,"Reviewed in the United States on July 7, 2020",Amazing phone for an artist that doesn't wanna spend $1000 or raise their phone bill,"2 weeks later Update: So the phone has still been working great. However I do have some things I'm not feeling... 1. There is no way to replace your stylus. I even went to Motorola support to purchase one, they are only able to warranty it. I don't really understand how you can come out with a stylus phone with a stylus that is unreplaceable… 2. This is more of the android issue... This android 10 uses gesture to navigate. So no back button, home button  or recent apps button. Its all swipes. This can get frustrating. For example swiping through pictures you can accidently go back or vice versa.  Or if you swype, trying to go back starts swiping for words instead of actually putting away the keyboard. Things like that. I mean you can live with it, but these types of things wouldn't exist if there were the dedicated buttons. Other than that the phone is Great.I always do a full investigation before buying a phone. Most reviews on the internet give budget phones an ok review just because it cost less. But $300 upfront is not a budget phone in my opinion. Anything under two is to me. Anyways, I'm an artist and having a stylus phone is an extra plus. Phone has been smooth and looks cool. Stylus is great for an artist. The phone is Fast and has the most recent Android which is a breath of fresh air. It's a bit thicker than what I am used too. Reviews bash the camera, this camera is great, seriously. It worked well in light and dark. This is exactly what your getting. It's a great phone.",20 people found this helpful,Yes
B084CVPLLC,Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,https://www.amazon.com/Stylus-Unlocked-Motorola-Camera-Indigo/dp/B084CVPLLC/ref=cm_cr_arp_d_product_top?ie=UTF8,17,https://www.amazon.com/gp/customer-reviews/R37A6VEGG3PTIY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084CVPLLC,Picky Purchaser,https://www.amazon.com/gp/profile/amzn1.account.AHADMN5WBA4TZP3J4D4T7IOS3BAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0 out of 5 stars,"Reviewed in the United States on July 11, 2020",I am impressed!!!!,"The 4000 mAh battery is beyond comparison IMHO! Despite what the mfr. tells you, I can take it off the charge on a Friday morning, use it continuously for the weekend and still have 29 percent remaining come Sunday night! The battery is lasting me about three days with heavy usage and about four, maybe five with light usage.I'm not used to that after having only 3000 mAh batteries!I also like that the 4000 mAh is lighter and smaller than a 5000 mAh battery. So I think its a huge plus all around.The stylus works perfectly and notes are no problem at all. Not sure why most reviews say they aren't.The display is phenomenal!!! Audio is exceptional. The antennas are far better than anything else Motorola has ever sold!!! They will pick up network and wifi signals 10 to 30 times greater than previous versions of Moto phones!  Thus increasing the ability of usage.I like it! I like it a lot!!!",19 people found this helpful,Yes
B084CVPLLC,Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,https://www.amazon.com/Stylus-Unlocked-Motorola-Camera-Indigo/dp/B084CVPLLC/ref=cm_cr_arp_d_product_top?ie=UTF8,18,https://www.amazon.com/gp/customer-reviews/R240L710R29MUS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084CVPLLC,Keith,https://www.amazon.com/gp/profile/amzn1.account.AGPP42TZV2ROVJQJEB4BO2P5ZBWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2.0 out of 5 stars,"Reviewed in the United States on July 20, 2020","The ""back"" button is maybe the most ridiculous thing on a smart phone","I've had many Motorola phones, some being hits and some being misses. Mostly I don't care, I just make myself get used to it no matter what. This phone has a feature that is impossible to get used to, and is insane. I cannot believe it would make it into the finished product.Motorola changes the home, back, and open apps buttons with every new generation of phone. Once they find something that works, they change it anyway. I'm not sure why. They always change it. 100% of the time. With the Stylus you swipe the bottom bar for Home, or the open apps menu. No big deal. If you haven't had a phone like that, you get used to it. However, the back button... It is not really on the bottom bar anymore. You actually swipe the whole screen. So if you're on amazon, changing sizes on a pair of shoes... It goes back to the previous page instead of scrolling sizes. Any app that lets you swipe over to the next screen, such as Snapchat, Facebook, and almost all social media app... It goes back instead. It's not a finesse thing. It's not something you'll learn to get better at. It will do it at will, and at random. You'll swipe shorter, hoping it will help, and it won't. You'll swipe quicker, longer, slower... Nothing will help. It will just occasionally swipe you back and you will lose your spot. On occasion, this could be catastrophic and make you start over at something. This phone would be devastating to use for work. Hopefully they can update this absurd feature away.I also notice on this phone, it isn't precise with swiping. It's the first phone I've had in many generations that swipes poorly. You swipe up, and once in a while it scrolls down instead. Once in a while you swipe down, and it scrolls up instead. This will become very apparent with certain apps more than others. I am guessing it has to do with the added stylus. The screen has to be made to work with the included stylus. Either way, it gave up quality of use for some reason.The stylus will not work with other devices and other devices stylus' won't work with this. That isn't a big deal, but something you should know if you have large hands and cannot handle the skinny stylus included. The one you have with your other device almost certainly won't work. Keep that in mind.The phone is not actually bigger than the previous generation, it just has a larger screen. That is good if you upgraded but didn't want an oversized phone. It is heavier however. The screen size increase, does not increase the keyboard size at all. This was terrible for me, as I'm always looking for a slightly bigger phone. I have large hands and will have to end up one day buying a overpriced, bloatware filled Samsung to get my hands to fit the keyboard.I want to like the phone, and hopefully I'll learn to love it. At the time, it feels like a downgrade. Or at the very least, no improvement at all.",17 people found this helpful,Yes
B084CVPLLC,Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,https://www.amazon.com/Stylus-Unlocked-Motorola-Camera-Indigo/dp/B084CVPLLC/ref=cm_cr_arp_d_product_top?ie=UTF8,19,https://www.amazon.com/gp/customer-reviews/R749OKSV8F1GE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084CVPLLC,eta525,https://www.amazon.com/gp/profile/amzn1.account.AEIEEVMFROK774HQDWMV7HKMHQEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4.0 out of 5 stars,"Reviewed in the United States on May 26, 2020","Nice phone, incredibly difficult to get activated with Boost/Sprint","Original: The phone seems nice and I'm excited to actually use it, but trying to get the right SIM card to activate on the sprint network has proven to be a significant challenge.  I would have chosen a different phone if I had known that it would be this difficult.  I've had to resort to eBay to get the SIM card I need and I'm hoping I don't get ripped off.  If it works, I'll update this.Update: As of June 2020 the SIM required for Sprint/Boost/Virgin activation is SIMOLW416TQ. This is very hard to find. As I mentioned earlier, I had to get it off eBay.I hope this helps. I'm updating my review from 2 to 4 stars. I like the overall phone now that it is activated and I'm using it. Still trying to figure out how to use the different camera settings.",20 people found this helpful,Yes
B084CVPLLC,Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,https://www.amazon.com/Stylus-Unlocked-Motorola-Camera-Indigo/dp/B084CVPLLC/ref=cm_cr_arp_d_product_top?ie=UTF8,20,https://www.amazon.com/gp/customer-reviews/R16XM7FVIE24VX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B084CVPLLC,john norris,https://www.amazon.com/gp/profile/amzn1.account.AFYIUD6SASNVCDOSWNVPFWXX2U4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0 out of 5 stars,"Reviewed in the United States on June 24, 2020",myeehh.,"Many things I like, many things I don't.  I've always owned samsung nots sand I may be spoiled, but this is less than a  budget phone compared to them.  The touch screen lags, even doing something as simple as dialing or punching in numbers on keypad, The screen always has a backlight which keeps me up at night when using my white noise/clock  app. The stylus might as well have been left out. It's nothing like a Samsung. No led notification that I have received a call or message. I hate that! I'm always missing things. when I tap on a notification on lock screen and open it it doesn't go to that place like Sam, it just gets rid of the notification and I have to look for it.. I miss my note. The only reason I didn't return it is because I just barely dropped it and screen got damaged. Sam would not have even been bothered by the drop.",12 people found this helpful,Yes
,,,
